,global_seq,global_emo,local_seq,local_emo
10303,Hello. City News. Can I help you? Hello. My name is Jessica Smith. I’ d like to cancel the newspaper. Okay. What’ s your account number? 8902365.,0,"And your address, please?",0
10304,What's your name please? Wang Yongmei. Why are you applying for a visa? I want to immigrate to the States because my daughter works and lives there.,0,How long has your daughter been in the States?,0
10305,"About nine years What's her job? She is a teacher in a highschool, She teaches Chinese. OK. thank you. Could you please fill out this form?",0,All right.,0
10306,"Can you tell me how to reach the bank please? Which bank? There are two, the Allied Irish Bank and the Bank of Ireland. I have an AIR pass card and I want to withdraw money from the bank. You need to go to the Allied Irish Bank which is near the local shopping centre, Dunned Stores.",0,How do I get there. I have no knowledge of this area.,0
10307,"Cross the road and turn left at the other side. Walk along the footpath until you reach the traffic lights. You will see a shopping centre on the right hand side. Walk across the road and turn right after the shopping centre. Keep going straight for about 100m and the bank is to your left. It sounds very complicated. How far is it from here? It's not so complicated. It's about five minutes walk from here. I can draw a map for you if you wish. Oh, I would really appreciate that. By the way will I be going North or South?",0,You will be going northwards. You are now in the the Western part of the city and the Allied Irish Bank is situated in the North East. Here's a rough sketch of the area.,0
10308,"So how did I do? Not too good, I'm sorry. I lost? It was close.To be honest, you had the lowest price by three cents per hint, but they didn't like your delivery date.Acme promised them almost a full month sooner.",0,So the price was good?,0
10309,"Yes, they loved the price, the delivery date was the problem. They just didn't want to cut the delivery date that close.If something went wrong and you didn't deliver, we might not be able to get stock in time for Christmas.If you could have been two or three weeks faster on delivery, they might have gone with you. So I didn't miss by much then. No.It was very close and they argued over the bid for a long time. Better luck next time. I knew the delivery was slow but I figured the price would win it for me.",0,"That's possible, Bill.But the price would have to have been a lot lower, like around fifty cents per unit.",0
10310,"I'd have a look at some pots and pans. We've got several kinds. All are made of different materials. What kind is most durable, please? Well, here is one made of duralumin. That's cheap and durable. Over there we've also got some made of stainless steel, and those over there are enamel ones.",0,I'll have the stainless ones. They look very solid.,0
10311,Is supper ready? I'm hungry. Almost ready. Could you set the table? Ok. What are we having? We'll have fruit salad to start and then the roast beef.,0,"I'll have my beef well-done, please. By the way, don't we have soup tonight?",0
10312,"Madison Suites, how may I help you? Yes, I'm calling from Mexico. I will be in town next week and would like to know if you have availability. OK ma'am, can you tell me the date you expect to check in? Yes, July ninth. I will be there for seven nights.",0,We have a junior single suite or a superior double suite available for those dates.,0
10313,"What's the difference? The junior suite is smaller and has one twin bed, while the superior suite has a double bed and mini-bar. OK, I would like to reserve the superior suite. Is breakfast included? Yes, a buffet breakfast is served every morning. I will need your name and your credit card details in order to complete the reservation.",0,"Sure, my credit card number is...",0
10314,Could you cover for me on Tuesday? I'm not coming back until Wednesday. Sure. What’ s up? We're going to the beach for the weekend. Are you going fishing?,0,No. Just some fun in the sun. We really need to get away and relax for a few days.,0
10315,"Hello, can I start you off with anything to drink? Yes, may I have some water, please? Sure, would you like any appetizers today? May I get an order of barbeque wings?",0,"No problem, can I get you anything else?",0
10316,"No, thank you, that'll be all for now. Okay, let me know when you're ready to order your food. I'm ready. Okay, what can I get you?",0,May I have the fettuccini Alfredo?,0
10317,"Miss Liu, please come in. What can I do for you, sir? Copy this report for me. OK. But which size should I use?",0,You should use the A4 paper is all right.,0
10318,"Here's the schedule we've prepared. Oh, thank you. Do you mind if we talk about your schedule tomorrow? That will be best. I'd like to have a good rest first.",0,And this is the schedule for Mrs. Watson. Eileen from our department will take care of her.,0
10319,"Good morning. Are you ready to order? Yes, I am, thank you. I'll have three scrambled eggs with country ham, toast and jam, please. Would you like anything to drink? I'll have a tomato juice and some iced tea.",0,Anything else?,0
10320,I heard you were promoted to general manager of IBM's China Headquarters. That's true. I got the news yesterday. You did a good job for the company. You deserve it. You're flattering me.,0,So. this is your first day in the new position. How do you feel?,0
10321,Do you know where I can find old music boxes? You could try shopping at a flea market. What's that? I've never heard of such a thing. A flea market is an outdoor place where people sell all kinds of used stuff.,0,"OK, Where can I find one?",0
10322,"Good morning, sir. What can I do for you? Some friends of mine are going to visit me this evening. Would you please buy some fruit for me? Yes, sir. Do you need some flowers? That's a good idea. Can you help me to get some?",0,"Certainly, sir. What kind of flowers would you like?",0
